Season,Player Name,GW,goals,shots,xG,time,position,h_team,a_team,h_goals,a_goals,date,id,season,roster_id,xA,assists,key_passes,npg,npxG,xGChain,xGBuildup,match_identifier
2021-22,Conor Gallagher,27,0,0,0.0,90,MC,Crystal Palace,Burnley,1,1,2022-02-26,9040,2021,0,0.022964200004935265,0,1,0,0.0,0.5413600206375122,0.5413600206375122,16640
2021-22,Conor Gallagher,26,1,1,0.319038987159729,90,MC,Watford,Crystal Palace,1,4,2022-02-23,9040,2021,0,0.0,0,0,1,0.319038987159729,0.4236609935760498,0.1046219989657402,16553
2021-22,Conor Gallagher,25,0,0,0.0,90,MC,Brentford,Crystal Palace,0,0,2022-02-12,9040,2021,0,0.06698589771986008,0,1,0,0.0,0.0,0.0,16616
2021-22,Conor Gallagher,24,0,2,0.20111200213432312,90,MC,Norwich,Crystal Palace,1,1,2022-02-09,9040,2021,0,0.03409070149064064,0,1,0,0.20111200213432312,0.15159699320793152,0.0593377985060215,16609
2021-22,Conor Gallagher,23,0,1,0.6055399775505066,90,MC,Crystal Palace,Liverpool,1,3,2022-01-23,9040,2021,0,0.0,0,0,0,0.6055399775505066,0.6416990160942078,0.036158300936222076,16599
2021-22,Conor Gallagher,22,1,1,0.4677479863166809,90,MC,Brighton,Crystal Palace,1,1,2022-01-14,9040,2021,0,0.0,0,0,1,0.4677479863166809,0.49110499024391174,0.49110499024391174,16587
2021-22,Conor Gallagher,19,0,0,0.0,78,MC,Tottenham,Crystal Palace,3,0,2021-12-26,9040,2021,0,0.07176999747753143,0,2,0,0.0,0.13099299371242523,0.07818110287189484,16563
2021-22,Conor Gallagher,17,0,0,0.0,90,MC,Crystal Palace,Southampton,2,2,2021-12-15,9040,2021,0,0.10887499898672104,0,2,0,0.0,0.10887499898672104,0.0,16542
2021-22,Conor Gallagher,16,2,7,0.7586879730224609,90,MC,Crystal Palace,Everton,3,1,2021-12-12,9040,2021,0,0.2881790101528168,0,3,2,0.7586879730224609,0.8460950255393982,0.0,16531
2021-22,Conor Gallagher,15,0,1,0.015060000121593475,90,MC,Manchester United,Crystal Palace,1,0,2021-12-05,9040,2021,0,0.03233199939131737,0,2,0,0.015060000121593475,0.0,0.0,16519
2021-22,Conor Gallagher,14,0,2,0.18599100410938263,90,MC,Leeds,Crystal Palace,1,0,2021-11-30,9040,2021,0,0.0,0,0,0,0.18599100410938263,0.08494369685649872,0.0,16508
2021-22,Conor Gallagher,13,0,0,0.0,90,AMC,Crystal Palace,Aston Villa,1,2,2021-11-27,9040,2021,0,0.07324829697608948,0,2,0,0.0,0.21513499319553375,0.14188599586486816,16501
2021-22,Conor Gallagher,12,0,1,0.10382799804210663,83,AMC,Burnley,Crystal Palace,3,3,2021-11-20,9040,2021,0,0.6847789883613586,1,3,0,0.10382799804210663,0.7886070013046265,0.29596999287605286,16487
2021-22,Conor Gallagher,11,1,2,0.9090620279312134,90,MC,Crystal Palace,Wolverhampton Wanderers,2,0,2021-11-06,9040,2021,0,0.2767060101032257,0,4,1,0.9090620279312134,1.180799961090088,0.10221800208091736,16480
2021-22,Conor Gallagher,10,1,2,0.4698350131511688,90,MC,Manchester City,Crystal Palace,0,2,2021-10-30,9040,2021,0,0.5094239711761475,1,4,1,0.4698350131511688,0.9325199723243713,0.14819400012493134,16470
2021-22,Conor Gallagher,9,0,1,0.016939500346779823,88,AMC,Crystal Palace,Newcastle United,1,1,2021-10-23,9040,2021,0,0.13495099544525146,0,2,0,0.016939500346779823,1.7722300291061401,1.637279987335205,16460
2021-22,Conor Gallagher,8,0,3,0.09241809695959091,90,AMC,Arsenal,Crystal Palace,2,2,2021-10-18,9040,2021,0,0.0,0,0,0,0.09241809695959091,0.2507829964160919,0.18271300196647644,16446
2021-22,Conor Gallagher,7,0,4,0.22714699804782867,73,MC,Crystal Palace,Leicester,2,2,2021-10-03,9040,2021,0,0.111674003303051,0,1,0,0.22714699804782867,0.32207199931144714,0.09492480009794235,16439
2021-22,Conor Gallagher,6,0,1,0.03540809825062752,90,MC,Crystal Palace,Brighton,1,1,2021-09-27,9040,2021,0,0.0,0,0,0,0.03540809825062752,0.4396600127220154,0.40425199270248413,16435
2021-22,Conor Gallagher,5,0,0,0.0,90,MC,Liverpool,Crystal Palace,3,0,2021-09-18,9040,2021,0,0.048638299107551575,0,2,0,0.0,0.05393579974770546,0.028166599571704865,16420
2021-22,Conor Gallagher,4,0,6,1.5348199605941772,90,MC,Crystal Palace,Tottenham,3,0,2021-09-11,9040,2021,0,0.5947149991989136,1,3,0,1.5348199605941772,2.0794100761413574,0.054743800312280655,16406
2021-22,Conor Gallagher,3,2,2,0.7409830093383789,90,MC,West Ham,Crystal Palace,2,2,2021-08-28,9040,2021,0,0.7669309973716736,0,1,2,0.7409830093383789,0.801751971244812,0.06076909974217415,16401
2021-22,Conor Gallagher,2,0,2,0.3226569890975952,90,MC,Crystal Palace,Brentford,0,0,2021-08-21,9040,2021,0,0.06185249984264374,0,1,0,0.3226569890975952,0.3226569890975952,0.0,16389
2021-22,Danny Ings,38,0,0,0.0,4,Sub,Manchester City,Aston Villa,3,2,2022-05-22,986,2021,0,0.0,0,0,0,0.0,0.0,0.0,16754
2021-22,Danny Ings,37,0,2,0.17601600289344788,11,Sub,Aston Villa,Burnley,1,1,2022-05-19,986,2021,0,0.0,0,0,0,0.17601600289344788,0.17601600289344788,0.0,16546
2021-22,Danny Ings,37,0,3,0.21370099484920502,72,FW,Aston Villa,Crystal Palace,1,1,2022-05-15,986,2021,0,0.0,0,0,0,0.21370099484920502,0.21370099484920502,0.0,16745
2021-22,Danny Ings,36,0,2,0.28867000341415405,90,FW,Aston Villa,Liverpool,1,2,2022-05-10,986,2021,0,0.0,0,0,0,0.28867000341415405,0.15293000638484955,0.11337900161743164,16705
2021-22,Danny Ings,36,1,1,0.37920600175857544,75,FW,Burnley,Aston Villa,1,3,2022-05-07,986,2021,0,0.06583160161972046,0,1,1,0.37920600175857544,0.780817985534668,0.33577999472618103,16732
2021-22,Danny Ings,35,1,4,0.8402400016784668,51,Sub,Aston Villa,Norwich,2,0,2022-04-30,986,2021,0,0.17507800459861755,1,2,1,0.8402400016784668,1.047510027885437,0.17543500661849976,16725
2021-22,Danny Ings,32,0,6,0.6894090175628662,75,FW,Aston Villa,Tottenham,0,4,2022-04-09,986,2021,0,0.08575569838285446,0,2,0,0.6894090175628662,0.14050999283790588,0.0,16694
2021-22,Danny Ings,30,0,2,0.14725899696350098,5,Sub,Aston Villa,Arsenal,0,1,2022-03-19,986,2021,0,0.0,0,0,0,0.14725899696350098,0.14725899696350098,0.0,16666
2021-22,Danny Ings,29,0,1,0.07033979892730713,75,FW,West Ham,Aston Villa,2,1,2022-03-13,986,2021,0,0.07467719912528992,0,1,0,0.07033979892730713,0.2235649973154068,0.1488880068063736,16665
2021-22,Danny Ings,28,0,1,0.012859299778938293,72,FW,Leeds,Aston Villa,0,3,2022-03-10,986,2021,0,0.38234999775886536,1,2,0,0.012859299778938293,0.39520901441574097,0.03802790120244026,16572
2021-22,Danny Ings,28,1,2,0.5427970290184021,72,FWR,Aston Villa,Southampton,4,0,2022-03-05,986,2021,0,0.4213550090789795,2,2,1,0.5427970290184021,0.8960710167884827,0.018323300406336784,16646
2021-22,Danny Ings,27,0,0,0.0,81,FW,Brighton,Aston Villa,0,2,2022-02-26,986,2021,0,0.0,0,0,0,0.0,0.0,0.0,16638
2021-22,Danny Ings,26,0,3,0.4793210029602051,90,FW,Aston Villa,Watford,0,1,2022-02-19,986,2021,0,0.02058500051498413,0,1,0,0.4793210029602051,0.554099977016449,0.08573880046606064,16627
2021-22,Danny Ings,25,0,1,0.07059399783611298,12,Sub,Newcastle United,Aston Villa,1,0,2022-02-13,986,2021,0,0.0,0,0,0,0.07059399783611298,0.07059399783611298,0.0,16622
2021-22,Danny Ings,23,0,0,0.0,7,Sub,Everton,Aston Villa,0,1,2022-01-22,986,2021,0,0.0,0,0,0,0.0,0.0,0.0,16600
2021-22,Danny Ings,22,0,0,0.0,81,FW,Aston Villa,Manchester United,2,2,2022-01-15,986,2021,0,0.0,0,0,0,0.0,0.05636280030012131,0.05636280030012131,16586
2021-22,Danny Ings,21,1,5,0.6874610185623169,90,FW,Brentford,Aston Villa,2,1,2022-01-02,986,2021,0,0.05601250007748604,0,2,1,0.6874610185623169,0.6994799971580505,0.0,16577
2021-22,Danny Ings,19,0,3,0.17330799996852875,74,FW,Aston Villa,Chelsea,1,3,2021-12-26,986,2021,0,0.0,0,0,0,0.17330799996852875,0.17330799996852875,0.0,16556
2021-22,Danny Ings,17,0,0,0.0,26,Sub,Norwich,Aston Villa,0,2,2021-12-14,986,2021,0,0.0,0,0,0,0.0,0.10325399786233902,0.10325399786233902,16541
2021-22,Danny Ings,16,0,1,0.05770910158753395,13,Sub,Liverpool,Aston Villa,1,0,2021-12-11,986,2021,0,0.0,0,0,0,0.05770910158753395,0.05770910158753395,0.0,16533
2021-22,Danny Ings,12,0,0,0.0,68,FW,Aston Villa,Brighton,2,0,2021-11-20,986,2021,0,0.0,0,0,0,0.0,0.0,0.0,16486
2021-22,Danny Ings,9,0,1,0.11219099909067154,83,FW,Arsenal,Aston Villa,3,1,2021-10-22,986,2021,0,0.0,0,0,0,0.11219099909067154,0.1430319994688034,0.030840499326586723,16456
2021-22,Danny Ings,8,1,3,0.7112870216369629,90,FW,Aston Villa,Wolverhampton Wanderers,2,3,2021-10-16,986,2021,0,0.0,0,0,1,0.7112870216369629,0.6929439902305603,0.03280840069055557,16447
2021-22,Danny Ings,7,0,2,0.060704201459884644,90,FW,Tottenham,Aston Villa,2,1,2021-10-03,986,2021,0,0.0,0,0,0,0.060704201459884644,0.7229400277137756,0.6622350215911865,16443
2021-22,Danny Ings,6,0,0,0.0,82,FW,Manchester United,Aston Villa,0,1,2021-09-25,986,2021,0,0.0,0,0,0,0.0,0.06650520116090775,0.06650520116090775,16431
2021-22,Danny Ings,5,0,1,0.07262799888849258,90,FW,Aston Villa,Everton,3,0,2021-09-18,986,2021,0,0.09972760081291199,1,1,0,0.07262799888849258,0.17828300595283508,0.07855589687824249,16422
2021-22,Danny Ings,4,0,1,0.056493401527404785,71,FW,Chelsea,Aston Villa,3,0,2021-09-11,986,2021,0,0.0,0,0,0,0.056493401527404785,0.056493401527404785,0.0,16413
2021-22,Danny Ings,3,0,1,0.12788300216197968,90,FW,Aston Villa,Brentford,1,1,2021-08-28,986,2021,0,0.06309589743614197,1,1,0,0.12788300216197968,0.13359500467777252,0.13359500467777252,16399
2021-22,Danny Ings,2,1,2,0.11541599780321121,90,FW,Aston Villa,Newcastle United,2,0,2021-08-21,986,2021,0,0.0,0,0,1,0.11541599780321121,0.08797869831323624,0.0,16388
2021-22,Danny Ings,1,1,1,0.7611690163612366,90,FW,Watford,Aston Villa,3,2,2021-08-14,986,2021,0,0.0,0,0,0,0.0,0.0292642991989851,0.0292642991989851,16382
2021-22,Rodri,38,1,3,0.1081089973449707,90,MC,Manchester City,Aston Villa,3,2,2022-05-22,2496,2021,0,0.09440559893846512,0,1,1,0.1081089973449707,1.1123600006103516,1.0042500495910645,16754
2021-22,Rodri,37,0,4,0.1335500031709671,90,MC,West Ham,Manchester City,2,2,2022-05-15,2496,2021,0,0.021603699773550034,1,1,0,0.1335500031709671,0.6416339874267578,0.554186999797821,16737
2021-22,Rodri,36,0,1,0.022352300584316254,90,DMC,Wolverhampton Wanderers,Manchester City,1,5,2022-05-11,2496,2021,0,0.0,0,0,0,0.022352300584316254,1.5116499662399292,1.489300012588501,16696
2021-22,Rodri,36,1,1,0.2515699863433838,90,DMC,Manchester City,Newcastle United,5,0,2022-05-08,2496,2021,0,0.07668960094451904,0,2,1,0.2515699863433838,1.4673800468444824,1.4673800468444824,16727
2021-22,Rodri,35,1,1,0.45577800273895264,90,DMC,Leeds,Manchester City,0,4,2022-04-30,2496,2021,0,0.021491600200533867,0,1,1,0.45577800273895264,0.3072049915790558,0.3072049915790558,16723
2021-22,Rodri,34,1,3,0.22571100294589996,73,DMC,Manchester City,Watford,5,1,2022-04-23,2496,2021,0,0.04621649906039238,0,1,1,0.22571100294589996,1.9722399711608887,1.8166899681091309,16707
2021-22,Rodri,33,0,1,0.05854089930653572,90,MC,Manchester City,Brighton,3,0,2022-04-20,2496,2021,0,0.0,0,0,0,0.05854089930653572,0.2518239915370941,0.2518239915370941,16670
2021-22,Rodri,32,0,1,0.015018800273537636,90,MC,Manchester City,Liverpool,2,2,2022-04-10,2496,2021,0,0.0,0,0,0,0.015018800273537636,0.22516199946403503,0.21014299988746643,16690
2021-22,Rodri,31,0,3,0.10565099865198135,90,MC,Burnley,Manchester City,0,2,2022-04-02,2496,2021,0,0.0,0,0,0,0.10565099865198135,0.6483929753303528,0.5945929884910583,16684
2021-22,Rodri,29,0,2,0.1477240025997162,90,MC,Crystal Palace,Manchester City,0,0,2022-03-14,2496,2021,0,0.0,0,0,0,0.1477240025997162,0.3600189983844757,0.21229499578475952,16660
2021-22,Rodri,28,0,0,0.0,90,MC,Manchester City,Manchester United,4,1,2022-03-06,2496,2021,0,0.10487700253725052,0,1,0,0.0,1.0289700031280518,0.9240890145301819,16650
2021-22,Rodri,27,0,2,0.056349001824855804,90,MC,Everton,Manchester City,0,1,2022-02-26,2496,2021,0,0.02805289998650551,0,1,0,0.056349001824855804,0.8456090092658997,0.7892600297927856,16641
2021-22,Rodri,26,0,0,0.0,90,MC,Manchester City,Tottenham,2,3,2022-02-19,2496,2021,0,0.17771300673484802,0,2,0,0.0,0.4672220051288605,0.3905610144138336,16632
2021-22,Rodri,24,0,2,0.02937290072441101,90,MC,Manchester City,Brentford,2,0,2022-02-09,2496,2021,0,0.034971099346876144,0,1,0,0.02937290072441101,0.11175499856472015,0.09561800211668015,16615
2021-22,Rodri,23,0,3,0.11362899839878082,90,MC,Southampton,Manchester City,1,1,2022-01-22,2496,2021,0,0.0,0,0,0,0.11362899839878082,0.7545660138130188,0.6409369707107544,16604
2021-22,Rodri,22,0,1,0.03511109948158264,90,MC,Manchester City,Chelsea,1,0,2022-01-15,2496,2021,0,0.11238899827003479,0,1,0,0.03511109948158264,0.2908419966697693,0.1433420032262802,16590
2021-22,Rodri,21,1,1,0.4435720145702362,90,MC,Arsenal,Manchester City,1,2,2022-01-01,2496,2021,0,0.016351699829101562,0,1,1,0.4435720145702362,0.5694199800491333,0.12584799528121948,16576
2021-22,Rodri,18,0,1,0.05328330025076866,69,DMC,Newcastle United,Manchester City,0,4,2021-12-19,2496,2021,0,0.0,0,0,0,0.05328330025076866,0.6891070008277893,0.6891070008277893,16550
2021-22,Rodri,17,0,0,0.0,59,MC,Manchester City,Leeds,7,0,2021-12-14,2496,2021,0,0.37807899713516235,1,4,0,0.0,1.1093800067901611,0.7313060164451599,16545
2021-22,Rodri,16,0,2,0.09719929844141006,90,MC,Manchester City,Wolverhampton Wanderers,1,0,2021-12-11,2496,2021,0,0.01956010051071644,0,1,0,0.09719929844141006,1.5181299448013306,1.4975999593734741,16534
2021-22,Rodri,15,0,0,0.0,90,MC,Watford,Manchester City,1,3,2021-12-04,2496,2021,0,0.025702500715851784,0,1,0,0.0,1.2271499633789062,1.201449990272522,16523
2021-22,Rodri,14,0,2,0.06782510131597519,90,MC,Aston Villa,Manchester City,1,2,2021-12-01,2496,2021,0,0.0,0,0,0,0.06782510131597519,0.3209080100059509,0.3209080100059509,16506
2021-22,Rodri,13,0,0,0.0,90,MC,Manchester City,West Ham,2,1,2021-11-28,2496,2021,0,0.0,0,0,0,0.0,0.2781429886817932,0.2781429886817932,16504
2021-22,Rodri,12,1,1,0.035356100648641586,90,MC,Manchester City,Everton,3,0,2021-11-21,2496,2021,0,0.022988000884652138,0,1,1,0.035356100648641586,1.189229965209961,1.1538699865341187,16490
2021-22,Rodri,11,0,1,0.02500459924340248,90,MC,Manchester United,Manchester City,0,2,2021-11-06,2496,2021,0,0.08296570181846619,0,1,0,0.02500459924340248,1.476040005683899,1.476040005683899,16483
2021-22,Rodri,10,0,2,0.09572870284318924,90,MC,Manchester City,Crystal Palace,0,2,2021-10-30,2496,2021,0,0.06658869981765747,0,2,0,0.09572870284318924,0.1992810070514679,0.13269199430942535,16470
2021-22,Rodri,9,0,1,0.01307160034775734,90,MC,Brighton,Manchester City,1,4,2021-10-23,2496,2021,0,0.0,0,0,0,0.01307160034775734,0.9618589878082275,0.9618589878082275,16458
2021-22,Rodri,8,0,0,0.0,90,MC,Manchester City,Burnley,2,0,2021-10-16,2496,2021,0,0.0,0,0,0,0.0,0.2942419946193695,0.2942419946193695,16451
2021-22,Rodri,7,0,1,0.02465450018644333,90,MC,Liverpool,Manchester City,2,2,2021-10-03,2496,2021,0,0.0,0,0,0,0.02465450018644333,0.3986380100250244,0.3739840090274811,16441
2021-22,Rodri,6,0,1,0.015381899662315845,90,MC,Chelsea,Manchester City,0,1,2021-09-25,2496,2021,0,0.0,0,0,0,0.015381899662315845,0.1591230034828186,0.14374099671840668,16426
2021-22,Rodri,4,0,0,0.0,90,MC,Leicester,Manchester City,0,1,2021-09-11,2496,2021,0,0.0,0,0,0,0.0,0.8920990228652954,0.8920990228652954,16409
2021-22,Rodri,3,1,2,0.05021819844841957,90,MC,Manchester City,Arsenal,5,0,2021-08-28,2496,2021,0,0.12139099836349487,0,2,1,0.05021819844841957,2.0616800785064697,2.011470079421997,16396
2021-22,Rodri,2,0,2,0.03849229961633682,90,MC,Manchester City,Norwich,5,0,2021-08-21,2496,2021,0,0.10014300048351288,0,2,0,0.03849229961633682,0.9185029864311218,0.7798669934272766,16387
2021-22,Martin Odegaard,38,1,3,0.22353599965572357,90,AMC,Arsenal,Everton,5,1,2022-05-22,2517,2021,0,0.2885740101337433,0,5,1,0.22353599965572357,0.8161119818687439,0.41489699482917786,16746
2021-22,Martin Odegaard,37,0,1,0.08661670237779617,90,AMC,Newcastle United,Arsenal,2,0,2022-05-16,2517,2021,0,0.12635700404644012,0,3,0,0.08661670237779617,0.2660309970378876,0.07054530084133148,16741
2021-22,Martin Odegaard,36,0,4,0.18797199428081512,90,AMC,Tottenham,Arsenal,3,0,2022-05-12,2517,2021,0,0.026660200208425522,0,1,0,0.18797199428081512,0.252267986536026,0.053390100598335266,16593
2021-22,Martin Odegaard,36,0,3,0.25418999791145325,90,MC,Arsenal,Leeds,2,1,2022-05-08,2517,2021,0,0.1992029994726181,0,3,0,0.25418999791145325,0.48185500502586365,0.2961620092391968,16735
2021-22,Martin Odegaard,35,0,0,0.0,90,MC,West Ham,Arsenal,1,2,2022-05-01,2517,2021,0,0.17431199550628662,0,3,0,0.0,0.22483700513839722,0.05052490159869194,16717
2021-22,Martin Odegaard,34,0,2,0.10543700307607651,90,AMC,Arsenal,Manchester United,3,1,2022-04-23,2517,2021,0,0.5018690228462219,0,2,0,0.10543700307607651,0.6098920106887817,0.11396200209856033,16715
2021-22,Martin Odegaard,33,0,0,0.0,90,AMC,Chelsea,Arsenal,2,4,2022-04-20,2517,2021,0,0.2005620002746582,1,3,0,0.0,0.3824149966239929,0.3499250113964081,16618
2021-22,Martin Odegaard,33,0,3,0.10352200269699097,90,MC,Southampton,Arsenal,1,0,2022-04-16,2517,2021,0,0.17445799708366394,0,4,0,0.10352200269699097,0.44515401124954224,0.2415280044078827,16700
2021-22,Martin Odegaard,32,1,4,0.18099400401115417,90,MC,Arsenal,Brighton,1,2,2022-04-09,2517,2021,0,0.0,0,0,1,0.18099400401115417,0.7850390076637268,0.7140290141105652,16695
2021-22,Martin Odegaard,31,0,3,0.39851000905036926,90,AMC,Crystal Palace,Arsenal,3,0,2022-04-04,2517,2021,0,0.0,0,0,0,0.39851000905036926,0.4224250018596649,0.03435429930686951,16682
2021-22,Martin Odegaard,30,0,1,0.0715600997209549,89,MC,Aston Villa,Arsenal,0,1,2022-03-19,2517,2021,0,0.1508380025625229,0,2,0,0.0715600997209549,1.054550051689148,0.9245110154151917,16666
2021-22,Martin Odegaard,29,0,1,0.33723199367523193,67,AMC,Arsenal,Liverpool,0,2,2022-03-16,2517,2021,0,0.016511699184775352,0,1,0,0.33723199367523193,0.3537429869174957,0.0,16636
2021-22,Martin Odegaard,29,0,0,0.0,90,AMC,Arsenal,Leicester,2,0,2022-03-13,2517,2021,0,0.4127649962902069,0,6,0,0.0,0.6767510175704956,0.2639870047569275,16656
2021-22,Martin Odegaard,28,1,1,0.09653150290250778,90,AMC,Watford,Arsenal,2,3,2022-03-06,2517,2021,0,0.34147998690605164,0,4,1,0.09653150290250778,0.7328709959983826,0.5907610058784485,16654
2021-22,Martin Odegaard,26,0,2,0.20248499512672424,90,AMC,Arsenal,Wolverhampton Wanderers,2,1,2022-02-24,2517,2021,0,0.3392750024795532,0,1,0,0.20248499512672424,1.2848399877548218,0.855849027633667,16566
2021-22,Martin Odegaard,26,0,3,0.4463900029659271,90,AMC,Arsenal,Brentford,2,1,2022-02-19,2517,2021,0,0.025137199088931084,0,1,0,0.4463900029659271,0.42312899231910706,0.04531969875097275,16626
2021-22,Martin Odegaard,24,0,0,0.0,71,AMC,Wolverhampton Wanderers,Arsenal,0,1,2022-02-10,2517,2021,0,0.08021800220012665,0,2,0,0.0,0.27740299701690674,0.24898500740528107,16611
2021-22,Martin Odegaard,23,0,3,0.24273300170898438,90,MC,Arsenal,Burnley,0,0,2022-01-23,2517,2021,0,0.1811700016260147,0,4,0,0.24273300170898438,0.36075299978256226,0.12036799639463425,16596
2021-22,Martin Odegaard,21,0,0,0.0,65,AMC,Arsenal,Manchester City,1,2,2022-01-01,2517,2021,0,0.0,0,0,0,0.0,0.17308199405670166,0.17308199405670166,16576
2021-22,Martin Odegaard,19,0,3,0.13503199815750122,90,AMC,Norwich,Arsenal,0,5,2021-12-26,2517,2021,0,0.23614199459552765,2,3,0,0.13503199815750122,0.9699640274047852,0.6824550032615662,16562
2021-22,Martin Odegaard,18,0,2,0.16823099553585052,88,AMC,Leeds,Arsenal,1,4,2021-12-18,2517,2021,0,1.509119987487793,1,5,0,0.16823099553585052,2.003920078277588,1.3076900243759155,16548
2021-22,Martin Odegaard,17,0,1,0.08131259679794312,66,AMC,Arsenal,West Ham,2,0,2021-12-15,2517,2021,0,0.1715179979801178,0,2,0,0.08131259679794312,0.3121599853038788,0.14064200222492218,16536
2021-22,Martin Odegaard,16,1,3,0.21800300478935242,90,AMC,Arsenal,Southampton,3,0,2021-12-11,2517,2021,0,0.5260360240936279,0,2,1,0.21800300478935242,1.207319974899292,0.5491210222244263,16526
2021-22,Martin Odegaard,15,1,3,0.293614000082016,90,AMC,Everton,Arsenal,2,1,2021-12-06,2517,2021,0,0.1815679967403412,0,3,1,0.293614000082016,0.4305889904499054,0.013620699755847454,16517
2021-22,Martin Odegaard,14,1,1,0.0834805965423584,83,AMC,Manchester United,Arsenal,3,2,2021-12-02,2517,2021,0,0.19963300228118896,0,4,1,0.0834805965423584,0.23905399441719055,0.04634600132703781,16512
2021-22,Martin Odegaard,13,0,2,0.08325149863958359,90,AMC,Arsenal,Newcastle United,2,0,2021-11-27,2517,2021,0,0.14975599944591522,0,2,0,0.08325149863958359,0.9808610081672668,0.8959289789199829,16496
2021-22,Martin Odegaard,12,0,0,0.0,22,Sub,Liverpool,Arsenal,4,0,2021-11-20,2517,2021,0,0.0,0,0,0,0.0,0.0,0.0,16489
2021-22,Martin Odegaard,11,0,1,0.09749449789524078,18,Sub,Arsenal,Watford,1,0,2021-11-07,2517,2021,0,0.0,0,0,0,0.09749449789524078,0.08572059869766235,0.08572059869766235,16476
2021-22,Martin Odegaard,10,0,0,0.0,30,Sub,Leicester,Arsenal,0,2,2021-10-30,2517,2021,0,0.18092800676822662,0,2,0,0.0,0.18092800676822662,0.0,16468
2021-22,Martin Odegaard,9,0,1,0.03235980123281479,16,Sub,Arsenal,Aston Villa,3,1,2021-10-22,2517,2021,0,0.0,0,0,0,0.03235980123281479,0.07059340178966522,0.07059340178966522,16456
2021-22,Martin Odegaard,8,0,0,0.0,70,DMC,Arsenal,Crystal Palace,2,2,2021-10-18,2517,2021,0,0.0,0,0,0,0.0,0.016012700274586678,0.016012700274586678,16446
2021-22,Martin Odegaard,7,0,0,0.0,64,AMC,Brighton,Arsenal,0,0,2021-10-02,2517,2021,0,0.0,0,0,0,0.0,0.12172800302505493,0.12172800302505493,16436
2021-22,Martin Odegaard,6,0,0,0.0,90,AMC,Arsenal,Tottenham,3,1,2021-09-26,2517,2021,0,0.07698529958724976,0,3,0,0.0,0.6569520235061646,0.6295760273933411,16434
2021-22,Martin Odegaard,5,1,2,0.0930934026837349,90,MC,Burnley,Arsenal,0,1,2021-09-18,2517,2021,0,0.09114199876785278,0,2,1,0.0930934026837349,0.376336008310318,0.2716659903526306,16419
2021-22,Martin Odegaard,4,0,0,0.0,90,AMC,Arsenal,Norwich,1,0,2021-09-11,2517,2021,0,0.03973330184817314,0,2,0,0.0,0.4429579973220825,0.40322399139404297,16407
2021-22,Martin Odegaard,3,0,0,0.0,74,MC,Manchester City,Arsenal,5,0,2021-08-28,2517,2021,0,0.0,0,0,0,0.0,0.11680500209331512,0.11680500209331512,16396
2021-22,Yoane Wissa,38,0,3,0.16551199555397034,90,FWL,Brentford,Leeds,1,2,2022-05-22,5786,2021,0,0.1325480043888092,1,2,0,0.16551199555397034,0.2250470072031021,0.07679910212755203,16747
2021-22,Yoane Wissa,37,1,4,0.09561870247125626,80,FWL,Everton,Brentford,2,3,2022-05-15,5786,2021,0,0.0,0,0,1,0.09561870247125626,0.04257889837026596,0.0,16744
